	WGD	Rate	Number of Leaves	n	Method	Distance
3205	No WGD	0.05	20	15	Euclidean Min. Ev.	0.0548036758563074
3206	No WGD	0.05	20	15	Manhattan NJ	0.0056808688387635
3207	No WGD	0.05	20	15	Manhattan Min. Ev.	0.0548036758563074
3208	No WGD	0.05	20	15	MEDALT	0.33859649122807
3209	No WGD	0.05	20	15	MEDICC2	0.0113617376775272
3210	High WGD	0.05	15	20	Euclidean NJ	0.0423076923076923
3211	High WGD	0.05	15	20	Euclidean Min. Ev.	0.0423076923076923
3212	High WGD	0.05	15	20	Manhattan NJ	0.0241758241758242
3213	High WGD	0.05	15	20	Manhattan Min. Ev.	0.0423076923076923
3214	High WGD	0.05	15	20	MEDALT	0.500824175824176
3215	High WGD	0.05	15	20	MEDICC2	0.0
3216	Low WGD	0.01	5	5	Euclidean NJ	0.2
3217	Low WGD	0.01	5	5	Euclidean Min. Ev.	0.2
3218	Low WGD	0.01	5	5	Manhattan NJ	0.2
3219	Low WGD	0.01	5	5	Manhattan Min. Ev.	0.2
3220	Low WGD	0.01	5	5	MEDALT	0.4
3221	Low WGD	0.01	5	5	MEDICC2	0.2
3222	Low WGD	0.01	250	16	Euclidean NJ	0.0238790194836666
3223	Low WGD	0.01	250	16	Euclidean Min. Ev.	0.0205659135707462
3224	Low WGD	0.01	250	16	Manhattan NJ	0.0133668760635654
3225	Low WGD	0.01	250	16	Manhattan Min. Ev.	0.0205659135707462
3226	Low WGD	0.01	250	16	MEDALT	0.140264691718938
3227	Low WGD	0.01	250	16	MEDICC2	0.0190304711972166
3228	High WGD	0.05	5	2	Euclidean NJ	0.2
3229	High WGD	0.05	5	2	Euclidean Min. Ev.	0.2
3230	High WGD	0.05	5	2	Manhattan NJ	0.2
3231	High WGD	0.05	5	2	Manhattan Min. Ev.	0.2
3232	High WGD	0.05	5	2	MEDALT	0.5
3233	High WGD	0.05	5	2	MEDICC2	0.0
3234	No WGD	0.05	15	9	Euclidean NJ	0.117582417582418
3235	No WGD	0.05	15	9	Euclidean Min. Ev.	0.11043956043956
3236	No WGD	0.05	15	9	Manhattan NJ	0.0373626373626374
3237	No WGD	0.05	15	9	Manhattan Min. Ev.	0.11043956043956
3238	No WGD	0.05	15	9	MEDALT	0.381318681318681
3239	No WGD	0.05	15	9	MEDICC2	0.0181318681318681
3240	No WGD	0.025	3	18	Euclidean NJ	0
3241	No WGD	0.025	3	18	Euclidean Min. Ev.	0
3242	No WGD	0.025	3	18	Manhattan NJ	0
3243	No WGD	0.025	3	18	Manhattan Min. Ev.	0
3244	No WGD	0.025	3	18	MEDALT	0
3245	No WGD	0.025	3	18	MEDICC2	0
3246	Low WGD	0.025	5	0	Euclidean NJ	0.0
3247	Low WGD	0.025	5	0	Euclidean Min. Ev.	0.0
3248	Low WGD	0.025	5	0	Manhattan NJ	0.0
3249	Low WGD	0.025	5	0	Manhattan Min. Ev.	0.0
3250	Low WGD	0.025	5	0	MEDALT	0.3
3251	Low WGD	0.025	5	0	MEDICC2	0.0
3252	Low WGD	0.05	250	10	Euclidean NJ	0.0787335848986487
3253	Low WGD	0.05	250	10	Euclidean Min. Ev.	0.186248145389681
3254	Low WGD	0.05	250	10	Manhattan NJ	0.0502497928999122
3255	Low WGD	0.05	250	10	Manhattan Min. Ev.	0.186248145389681
3256	Low WGD	0.05	250	10	MEDALT	0.45856314501032
3257	Low WGD	0.05	250	10	MEDICC2	0.0565951847487624
3258	Low WGD	0.05	50	23	Euclidean NJ	0.0320848339335734
3259	Low WGD	0.05	50	23	Euclidean Min. Ev.	0.0235214085634254
3260	Low WGD	0.05	50	23	Manhattan NJ	0.0221928771508603
3261	Low WGD	0.05	50	23	Manhattan Min. Ev.	0.0235214085634254
3262	Low WGD	0.05	50	23	MEDALT	0.429555822328932
3263	Low WGD	0.05	50	23	MEDICC2	0.0191436574629852
3264	High WGD	0.075	20	24	Euclidean NJ	0.0340852130325815
3265	High WGD	0.075	20	24	Euclidean Min. Ev.	0.0678362573099415
3266	High WGD	0.075	20	24	Manhattan NJ	0.0260651629072682
3267	High WGD	0.075	20	24	Manhattan Min. Ev.	0.0678362573099415
3268	High WGD	0.075	20	24	MEDALT	0.358312447786132
3269	High WGD	0.075	20	24	MEDICC2	0.0902255639097744
3270	Low WGD	0.025	3	20	Euclidean NJ	0
3271	Low WGD	0.025	3	20	Euclidean Min. Ev.	0
3272	Low WGD	0.025	3	20	Manhattan NJ	0
3273	Low WGD	0.025	3	20	Manhattan Min. Ev.	0
3274	Low WGD	0.025	3	20	MEDALT	1
3275	Low WGD	0.025	3	20	MEDICC2	0
3276	No WGD	0.05	3	19	Euclidean NJ	0.0
3277	No WGD	0.05	3	19	Euclidean Min. Ev.	0.0
3278	No WGD	0.05	3	19	Manhattan NJ	0.0
3279	No WGD	0.05	3	19	Manhattan Min. Ev.	0.0
3280	No WGD	0.05	3	19	MEDALT	0.5
3281	No WGD	0.05	3	19	MEDICC2	0.0
3282	No WGD	0.025	15	7	Euclidean NJ	0.0
3283	No WGD	0.025	15	7	Euclidean Min. Ev.	0.0615384615384615
3284	No WGD	0.025	15	7	Manhattan NJ	0.0
3285	No WGD	0.025	15	7	Manhattan Min. Ev.	0.0615384615384615
3286	No WGD	0.025	15	7	MEDALT	0.221153846153846
3287	No WGD	0.025	15	7	MEDICC2	0.0
3288	High WGD	0.01	20	20	Euclidean NJ	0.285547201336675
3289	High WGD	0.01	20	20	Euclidean Min. Ev.	0.290559732664996
3290	High WGD	0.01	20	20	Manhattan NJ	0.20718462823726
3291	High WGD	0.01	20	20	Manhattan Min. Ev.	0.290559732664996
3292	High WGD	0.01	20	20	MEDALT	0.171261487050961
3293	High WGD	0.01	20	20	MEDICC2	0.210192147034252
3294	High WGD	0.1	10	18	Euclidean NJ	0.16969696969697
3295	High WGD	0.1	10	18	Euclidean Min. Ev.	0.16969696969697
3296	High WGD	0.1	10	18	Manhattan NJ	0.0242424242424242
3297	High WGD	0.1	10	18	Manhattan Min. Ev.	0.16969696969697
3298	High WGD	0.1	10	18	MEDALT	0.165151515151515
3299	High WGD	0.1	10	18	MEDICC2	0.187878787878788
3300	No WGD	0.01	10	16	Euclidean NJ	0.0909090909090909
3301	No WGD	0.01	10	16	Euclidean Min. Ev.	0.0909090909090909
3302	No WGD	0.01	10	16	Manhattan NJ	0.115151515151515
3303	No WGD	0.01	10	16	Manhattan Min. Ev.	0.0909090909090909
3304	No WGD	0.01	10	16	MEDALT	0.331818181818182
3305	No WGD	0.01	10	16	MEDICC2	0.0
3306	High WGD	0.075	10	21	Euclidean NJ	0.193939393939394
3307	High WGD	0.075	10	21	Euclidean Min. Ev.	0.236363636363636
3308	High WGD	0.075	10	21	Manhattan NJ	0.151515151515152
3309	High WGD	0.075	10	21	Manhattan Min. Ev.	0.236363636363636
3310	High WGD	0.075	10	21	MEDALT	0.228787878787879
3311	High WGD	0.075	10	21	MEDICC2	0.0
3312	No WGD	0.075	15	18	Euclidean NJ	0.0598901098901099
3313	No WGD	0.075	15	18	Euclidean Min. Ev.	0.0598901098901099
3314	No WGD	0.075	15	18	Manhattan NJ	0.0071428571428571
3315	No WGD	0.075	15	18	Manhattan Min. Ev.	0.0598901098901099
3316	No WGD	0.075	15	18	MEDALT	0.5
3317	No WGD	0.075	15	18	MEDICC2	0.0
3318	No WGD	0.1	20	22	Euclidean NJ	0.0785296574770259
3319	No WGD	0.1	20	22	Euclidean Min. Ev.	0.0728487886382623
3320	No WGD	0.1	20	22	Manhattan NJ	0.0330827067669173
3321	No WGD	0.1	20	22	Manhattan Min. Ev.	0.0728487886382623
3322	No WGD	0.1	20	22	MEDALT	0.427568922305764
3323	No WGD	0.1	20	22	MEDICC2	0.0030075187969924
3324	High WGD	0.075	15	3	Euclidean NJ	0.0686813186813187
3325	High WGD	0.075	15	3	Euclidean Min. Ev.	0.0686813186813187
3326	High WGD	0.075	15	3	Manhattan NJ	0.0686813186813187
3327	High WGD	0.075	15	3	Manhattan Min. Ev.	0.0686813186813187
3328	High WGD	0.075	15	3	MEDALT	0.432142857142857
3329	High WGD	0.075	15	3	MEDICC2	0.0818681318681319
3330	High WGD	0.025	15	13	Euclidean NJ	0.222527472527473
3331	High WGD	0.025	15	13	Euclidean Min. Ev.	0.222527472527473
3332	High WGD	0.025	15	13	Manhattan NJ	0.118681318681319
3333	High WGD	0.025	15	13	Manhattan Min. Ev.	0.222527472527473
3334	High WGD	0.025	15	13	MEDALT	0.391208791208791
3335	High WGD	0.025	15	13	MEDICC2	0.0
3336	High WGD	0.075	20	17	Euclidean NJ	0.0538011695906433
3337	High WGD	0.075	20	17	Euclidean Min. Ev.	0.0538011695906433
3338	High WGD	0.075	20	17	Manhattan NJ	0.0594820384294069
3339	High WGD	0.075	20	17	Manhattan Min. Ev.	0.0538011695906433
3340	High WGD	0.075	20	17	MEDALT	0.306516290726817
3341	High WGD	0.075	20	17	MEDICC2	0.035421888053467
3342	No WGD	0.075	20	7	Euclidean NJ	0.014703425229741
3343	No WGD	0.075	20	7	Euclidean Min. Ev.	0.014703425229741
3344	No WGD	0.075	20	7	Manhattan NJ	0.0260651629072682
3345	No WGD	0.075	20	7	Manhattan Min. Ev.	0.014703425229741
3346	No WGD	0.075	20	7	MEDALT	0.418295739348371
3347	No WGD	0.075	20	7	MEDICC2	0.0260651629072682
3348	High WGD	0.01	10	1	Euclidean NJ	0.0
3349	High WGD	0.01	10	1	Euclidean Min. Ev.	0.0242424242424242
3350	High WGD	0.01	10	1	Manhattan NJ	0.0
3351	High WGD	0.01	10	1	Manhattan Min. Ev.	0.0242424242424242
3352	High WGD	0.01	10	1	MEDALT	0.227272727272727
3353	High WGD	0.01	10	1	MEDICC2	0.0
3354	Low WGD	0.075	5	23	Euclidean NJ	0.0
3355	Low WGD	0.075	5	23	Euclidean Min. Ev.	0.0
3356	Low WGD	0.075	5	23	Manhattan NJ	0.0
3357	Low WGD	0.075	5	23	Manhattan Min. Ev.	0.0
3358	Low WGD	0.075	5	23	MEDALT	0.1
3359	Low WGD	0.075	5	23	MEDICC2	0.0
3360	No WGD	0.1	15	14	Euclidean NJ	0.0131868131868132
3361	No WGD	0.1	15	14	Euclidean Min. Ev.	0.0
3362	No WGD	0.1	15	14	Manhattan NJ	0.0131868131868132
3363	No WGD	0.1	15	14	Manhattan Min. Ev.	0.0
3364	No WGD	0.1	15	14	MEDALT	0.432142857142857
3365	No WGD	0.1	15	14	MEDICC2	0.0
3366	No WGD	0.05	10	22	Euclidean NJ	0.0545454545454545
3367	No WGD	0.05	10	22	Euclidean Min. Ev.	0.0545454545454545
3368	No WGD	0.05	10	22	Manhattan NJ	0.0
3369	No WGD	0.05	10	22	Manhattan Min. Ev.	0.0545454545454545
3370	No WGD	0.05	10	22	MEDALT	0.178787878787879
3371	No WGD	0.05	10	22	MEDICC2	0.0
3372	Low WGD	0.01	5	19	Euclidean NJ	0.2
3373	Low WGD	0.01	5	19	Euclidean Min. Ev.	0.2
3374	Low WGD	0.01	5	19	Manhattan NJ	0.0
3375	Low WGD	0.01	5	19	Manhattan Min. Ev.	0.2
3376	Low WGD	0.01	5	19	MEDALT	0.1
3377	Low WGD	0.01	5	19	MEDICC2	0.0
3378	Low WGD	0.01	20	0	Euclidean NJ	0.201169590643275
3379	Low WGD	0.01	20	0	Euclidean Min. Ev.	0.211862990810359
3380	Low WGD	0.01	20	0	Manhattan NJ	0.0467836257309941
3381	Low WGD	0.01	20	0	Manhattan Min. Ev.	0.211862990810359
3382	Low WGD	0.01	20	0	MEDALT	0.179615705931495
3383	Low WGD	0.01	20	0	MEDICC2	0.0
3384	Low WGD	0.025	50	13	Euclidean NJ	0.0062184873949579
3385	Low WGD	0.025	50	13	Euclidean Min. Ev.	0.0062184873949579
3386	Low WGD	0.025	50	13	Manhattan NJ	0.006578631452581
3387	Low WGD	0.025	50	13	Manhattan Min. Ev.	0.0062184873949579
3388	Low WGD	0.025	50	13	MEDALT	0.38358943577431
3389	Low WGD	0.025	50	13	MEDICC2	0.0030252100840336
3390	Low WGD	0.01	15	16	Euclidean NJ	0.0593406593406593
3391	Low WGD	0.01	15	16	Euclidean Min. Ev.	0.0791208791208791
3392	Low WGD	0.01	15	16	Manhattan NJ	0.0571428571428571
3393	Low WGD	0.01	15	16	Manhattan Min. Ev.	0.0791208791208791
3394	Low WGD	0.01	15	16	MEDALT	0.298351648351648
3395	Low WGD	0.01	15	16	MEDICC2	0.0571428571428571
3396	No WGD	0.1	5	5	Euclidean NJ	0.2
3397	No WGD	0.1	5	5	Euclidean Min. Ev.	0.2
3398	No WGD	0.1	5	5	Manhattan NJ	0.0
3399	No WGD	0.1	5	5	Manhattan Min. Ev.	0.2
3400	No WGD	0.1	5	5	MEDALT	0.5
3401	No WGD	0.1	5	5	MEDICC2	0.0
3402	No WGD	0.01	3	17	Euclidean NJ	0
3403	No WGD	0.01	3	17	Euclidean Min. Ev.	0
3404	No WGD	0.01	3	17	Manhattan NJ	0
3405	No WGD	0.01	3	17	Manhattan Min. Ev.	0
3406	No WGD	0.01	3	17	MEDALT	0
3407	No WGD	0.01	3	17	MEDICC2	0
3408	Low WGD	0.05	100	17	Euclidean NJ	0.299050558117036
3409	Low WGD	0.05	100	17	Euclidean Min. Ev.	0.217848233802972
3410	Low WGD	0.05	100	17	Manhattan NJ	0.104558374204767
3411	Low WGD	0.05	100	17	Manhattan Min. Ev.	0.217848233802972
3412	Low WGD	0.05	100	17	MEDALT	0.471776851154503
3413	Low WGD	0.05	100	17	MEDICC2	0.0143632322415915
3414	No WGD	0.025	5	20	Euclidean NJ	0.266666666666667
3415	No WGD	0.025	5	20	Euclidean Min. Ev.	0.266666666666667
3416	No WGD	0.025	5	20	Manhattan NJ	0.0
3417	No WGD	0.025	5	20	Manhattan Min. Ev.	0.266666666666667
3418	No WGD	0.025	5	20	MEDALT	0.1
3419	No WGD	0.025	5	20	MEDICC2	0.0
3420	Low WGD	0.075	15	7	Euclidean NJ	0.0923076923076923
3421	Low WGD	0.075	15	7	Euclidean Min. Ev.	0.0923076923076923
3422	Low WGD	0.075	15	7	Manhattan NJ	0.0131868131868132
3423	Low WGD	0.075	15	7	Manhattan Min. Ev.	0.0923076923076923
3424	Low WGD	0.075	15	7	MEDALT	0.5
3425	Low WGD	0.075	15	7	MEDICC2	0.0
3426	High WGD	0.05	3	7	Euclidean NJ	0
3427	High WGD	0.05	3	7	Euclidean Min. Ev.	0
3428	High WGD	0.05	3	7	Manhattan NJ	0
3429	High WGD	0.05	3	7	Manhattan Min. Ev.	0
3430	High WGD	0.05	3	7	MEDALT	0
3431	High WGD	0.05	3	7	MEDICC2	0
3432	High WGD	0.025	3	24	Euclidean NJ	0
3433	High WGD	0.025	3	24	Euclidean Min. Ev.	0
3434	High WGD	0.025	3	24	Manhattan NJ	0
3435	High WGD	0.025	3	24	Manhattan Min. Ev.	0
3436	High WGD	0.025	3	24	MEDALT	0
3437	High WGD	0.025	3	24	MEDICC2	0
3438	Low WGD	0.01	50	10	Euclidean NJ	0.0359343737494998
3439	Low WGD	0.01	50	10	Euclidean Min. Ev.	0.037046818727491
3440	Low WGD	0.01	50	10	Manhattan NJ	0.0372468987595038
3441	Low WGD	0.01	50	10	Manhattan Min. Ev.	0.037046818727491
3442	Low WGD	0.01	50	10	MEDALT	0.0937875150060024
3443	Low WGD	0.01	50	10	MEDICC2	0.0241216486594638
3444	Low WGD	0.05	15	22	Euclidean NJ	0.0071428571428571
3445	Low WGD	0.05	15	22	Euclidean Min. Ev.	0.0252747252747253
3446	Low WGD	0.05	15	22	Manhattan NJ	0.0
3447	Low WGD	0.05	15	22	Manhattan Min. Ev.	0.0252747252747253
3448	Low WGD	0.05	15	22	MEDALT	0.229395604395604
3449	Low WGD	0.05	15	22	MEDICC2	0.0071428571428571
3450	Low WGD	0.025	250	20	Euclidean NJ	0.0968762958271848
3451	Low WGD	0.025	250	20	Euclidean Min. Ev.	0.104595525399374
3452	Low WGD	0.025	250	20	Manhattan NJ	0.0882895406326501
3453	Low WGD	0.025	250	20	Manhattan Min. Ev.	0.104595525399374
3454	Low WGD	0.025	250	20	MEDALT	0.406798748263843
3455	Low WGD	0.025	250	20	MEDICC2	0.0030864308022476
3456	High WGD	0.1	15	19	Euclidean NJ	0.0664835164835165
3457	High WGD	0.1	15	19	Euclidean Min. Ev.	0.0335164835164835
3458	High WGD	0.1	15	19	Manhattan NJ	0.0
3459	High WGD	0.1	15	19	Manhattan Min. Ev.	0.0335164835164835
3460	High WGD	0.1	15	19	MEDALT	0.450274725274725
3461	High WGD	0.1	15	19	MEDICC2	0.0
3462	High WGD	0.05	5	11	Euclidean NJ	0.2
3463	High WGD	0.05	5	11	Euclidean Min. Ev.	0.2
3464	High WGD	0.05	5	11	Manhattan NJ	0.0
3465	High WGD	0.05	5	11	Manhattan Min. Ev.	0.2
3466	High WGD	0.05	5	11	MEDALT	0.5
3467	High WGD	0.05	5	11	MEDICC2	0.0
3468	High WGD	0.01	10	22	Euclidean NJ	0.0909090909090909
3469	High WGD	0.01	10	22	Euclidean Min. Ev.	0.163636363636364
3470	High WGD	0.01	10	22	Manhattan NJ	0.0727272727272727
3471	High WGD	0.01	10	22	Manhattan Min. Ev.	0.163636363636364
3472	High WGD	0.01	10	22	MEDALT	0.286363636363636
3473	High WGD	0.01	10	22	MEDICC2	0.0
3474	No WGD	0.025	20	0	Euclidean NJ	0.0631578947368421
3475	No WGD	0.025	20	0	Euclidean Min. Ev.	0.0
3476	No WGD	0.025	20	0	Manhattan NJ	0.0080200501253132
3477	No WGD	0.025	20	0	Manhattan Min. Ev.	0.0
3478	No WGD	0.025	20	0	MEDALT	0.209106098579783
3479	No WGD	0.025	20	0	MEDICC2	0.0080200501253132
3480	High WGD	0.025	10	13	Euclidean NJ	0.0545454545454545
3481	High WGD	0.025	10	13	Euclidean Min. Ev.	0.0545454545454545
3482	High WGD	0.025	10	13	Manhattan NJ	0.0545454545454545
3483	High WGD	0.025	10	13	Manhattan Min. Ev.	0.0545454545454545
3484	High WGD	0.025	10	13	MEDALT	0.121212121212121
3485	High WGD	0.025	10	13	MEDICC2	0.0545454545454545
3486	No WGD	0.025	3	16	Euclidean NJ	0.0
3487	No WGD	0.025	3	16	Euclidean Min. Ev.	0.0
3488	No WGD	0.025	3	16	Manhattan NJ	0.0
3489	No WGD	0.025	3	16	Manhattan Min. Ev.	0.0
3490	No WGD	0.025	3	16	MEDALT	0.5
3491	No WGD	0.025	3	16	MEDICC2	0.0
3492	High WGD	0.1	20	11	Euclidean NJ	0.0451127819548872
3493	High WGD	0.1	20	11	Euclidean Min. Ev.	0.0451127819548872
3494	High WGD	0.1	20	11	Manhattan NJ	0.0317460317460317
3495	High WGD	0.1	20	11	Manhattan Min. Ev.	0.0451127819548872
3496	High WGD	0.1	20	11	MEDALT	0.457393483709273
3497	High WGD	0.1	20	11	MEDICC2	0.0260651629072682
3498	High WGD	0.01	15	17	Euclidean NJ	0.0
3499	High WGD	0.01	15	17	Euclidean Min. Ev.	0.0181318681318681
3500	High WGD	0.01	15	17	Manhattan NJ	0.0131868131868132
3501	High WGD	0.01	15	17	Manhattan Min. Ev.	0.0181318681318681
3502	High WGD	0.01	15	17	MEDALT	0.192307692307692
3503	High WGD	0.01	15	17	MEDICC2	0.0373626373626374
3504	No WGD	0.025	15	6	Euclidean NJ	0.0598901098901099
3505	No WGD	0.025	15	6	Euclidean Min. Ev.	0.0598901098901099
3506	No WGD	0.025	15	6	Manhattan NJ	0.0527472527472527
3507	No WGD	0.025	15	6	Manhattan Min. Ev.	0.0598901098901099
3508	No WGD	0.025	15	6	MEDALT	0.403021978021978
3509	No WGD	0.025	15	6	MEDICC2	0.0
3510	Low WGD	0.01	250	4	Euclidean NJ	0.0425186962991408
3511	Low WGD	0.01	250	4	Euclidean Min. Ev.	0.0645386181662778
3512	Low WGD	0.01	250	4	Manhattan NJ	0.0309110267054595
3513	Low WGD	0.01	250	4	Manhattan Min. Ev.	0.0645386181662778
3514	Low WGD	0.01	250	4	MEDALT	0.203754542653328
3515	Low WGD	0.01	250	4	MEDICC2	0.042593119167326
3516	Low WGD	0.05	5	12	Euclidean NJ	0.0
3517	Low WGD	0.05	5	12	Euclidean Min. Ev.	0.0
3518	Low WGD	0.05	5	12	Manhattan NJ	0.0
3519	Low WGD	0.05	5	12	Manhattan Min. Ev.	0.0
3520	Low WGD	0.05	5	12	MEDALT	0.5
3521	Low WGD	0.05	5	12	MEDICC2	0.0
3522	No WGD	0.075	5	23	Euclidean NJ	0.0
3523	No WGD	0.075	5	23	Euclidean Min. Ev.	0.0
3524	No WGD	0.075	5	23	Manhattan NJ	0.0
3525	No WGD	0.075	5	23	Manhattan Min. Ev.	0.0
3526	No WGD	0.075	5	23	MEDALT	0.5
3527	No WGD	0.075	5	23	MEDICC2	0.0
3528	No WGD	0.05	20	6	Euclidean NJ	0.0
3529	No WGD	0.05	20	6	Euclidean Min. Ev.	0.0
3530	No WGD	0.05	20	6	Manhattan NJ	0.0260651629072682
3531	No WGD	0.05	20	6	Manhattan Min. Ev.	0.0
3532	No WGD	0.05	20	6	MEDALT	0.474519632414369
3533	No WGD	0.05	20	6	MEDICC2	0.0
3534	Low WGD	0.01	15	20	Euclidean NJ	0.214285714285714
3535	Low WGD	0.01	15	20	Euclidean Min. Ev.	0.214285714285714
3536	Low WGD	0.01	15	20	Manhattan NJ	0.0758241758241758
3537	Low WGD	0.01	15	20	Manhattan Min. Ev.	0.214285714285714
3538	Low WGD	0.01	15	20	MEDALT	0.197802197802198
3539	Low WGD	0.01	15	20	MEDICC2	0.0758241758241758
3540	No WGD	0.01	3	16	Euclidean NJ	1.0
3541	No WGD	0.01	3	16	Euclidean Min. Ev.	0.0
3542	No WGD	0.01	3	16	Manhattan NJ	1.0
3543	No WGD	0.01	3	16	Manhattan Min. Ev.	0.0
3544	No WGD	0.01	3	16	MEDALT	0.5
3545	No WGD	0.01	3	16	MEDICC2	0.0
3546	Low WGD	0.1	3	19	Euclidean NJ	0.0
3547	Low WGD	0.1	3	19	Euclidean Min. Ev.	0.0
3548	Low WGD	0.1	3	19	Manhattan NJ	0.0
3549	Low WGD	0.1	3	19	Manhattan Min. Ev.	0.0
3550	Low WGD	0.1	3	19	MEDALT	0.5
3551	Low WGD	0.1	3	19	MEDICC2	0.0
3552	High WGD	0.025	5	19	Euclidean NJ	0.0
3553	High WGD	0.025	5	19	Euclidean Min. Ev.	0.0
3554	High WGD	0.025	5	19	Manhattan NJ	0.0
3555	High WGD	0.025	5	19	Manhattan Min. Ev.	0.0
3556	High WGD	0.025	5	19	MEDALT	0.5
3557	High WGD	0.025	5	19	MEDICC2	0.0
3558	No WGD	0.01	3	5	Euclidean NJ	0
3559	No WGD	0.01	3	5	Euclidean Min. Ev.	1
3560	No WGD	0.01	3	5	Manhattan NJ	0
3561	No WGD	0.01	3	5	Manhattan Min. Ev.	1
3562	No WGD	0.01	3	5	MEDALT	0
3563	No WGD	0.01	3	5	MEDICC2	0
3564	High WGD	0.01	5	13	Euclidean NJ	0.0
3565	High WGD	0.01	5	13	Euclidean Min. Ev.	0.0
3566	High WGD	0.01	5	13	Manhattan NJ	0.266666666666667
3567	High WGD	0.01	5	13	Manhattan Min. Ev.	0.0
3568	High WGD	0.01	5	13	MEDALT	0.5
3569	High WGD	0.01	5	13	MEDICC2	0.266666666666667
3570	No WGD	0.05	15	20	Euclidean NJ	0.0291208791208791
3571	No WGD	0.05	15	20	Euclidean Min. Ev.	0.0291208791208791
3572	No WGD	0.05	15	20	Manhattan NJ	0.0291208791208791
3573	No WGD	0.05	15	20	Manhattan Min. Ev.	0.0291208791208791
3574	No WGD	0.05	15	20	MEDALT	0.348076923076923
3575	No WGD	0.05	15	20	MEDICC2	0.0291208791208791
3576	No WGD	0.075	20	14	Euclidean NJ	0.0447786131996658
3577	No WGD	0.075	20	14	Euclidean Min. Ev.	0.0447786131996658
3578	No WGD	0.075	20	14	Manhattan NJ	0.0447786131996658
3579	No WGD	0.075	20	14	Manhattan Min. Ev.	0.0447786131996658
3580	No WGD	0.075	20	14	MEDALT	0.485714285714286
3581	No WGD	0.075	20	14	MEDICC2	0.0030075187969924
3582	Low WGD	0.01	15	1	Euclidean NJ	0.032967032967033
3583	Low WGD	0.01	15	1	Euclidean Min. Ev.	0.032967032967033
3584	Low WGD	0.01	15	1	Manhattan NJ	0.0769230769230769
3585	Low WGD	0.01	15	1	Manhattan Min. Ev.	0.032967032967033
3586	Low WGD	0.01	15	1	MEDALT	0.319505494505494
3587	Low WGD	0.01	15	1	MEDICC2	0.032967032967033
3588	Low WGD	0.05	250	22	Euclidean NJ	0.0247276792557713
3589	Low WGD	0.05	250	22	Euclidean Min. Ev.	0.028103291459115
3590	Low WGD	0.05	250	22	Manhattan NJ	0.0148950099330622
3591	Low WGD	0.05	250	22	Manhattan Min. Ev.	0.028103291459115
3592	Low WGD	0.05	250	22	MEDALT	0.467805445145187
3593	Low WGD	0.05	250	22	MEDICC2	0.0248869674818023
3594	Low WGD	0.1	10	10	Euclidean NJ	0.0606060606060606
3595	Low WGD	0.1	10	10	Euclidean Min. Ev.	0.0606060606060606
3596	Low WGD	0.1	10	10	Manhattan NJ	0.0
3597	Low WGD	0.1	10	10	Manhattan Min. Ev.	0.0606060606060606
3598	Low WGD	0.1	10	10	MEDALT	0.493939393939394
3599	Low WGD	0.1	10	10	MEDICC2	0.0606060606060606
3600	No WGD	0.01	15	24	Euclidean NJ	0.0274725274725275
3601	No WGD	0.01	15	24	Euclidean Min. Ev.	0.0142857142857143
3602	No WGD	0.01	15	24	Manhattan NJ	0.156043956043956
3603	No WGD	0.01	15	24	Manhattan Min. Ev.	0.0142857142857143
3604	No WGD	0.01	15	24	MEDALT	0.336538461538462
3605	No WGD	0.01	15	24	MEDICC2	0.0203296703296703
3606	High WGD	0.01	10	0	Euclidean NJ	0.121212121212121
3607	High WGD	0.01	10	0	Euclidean Min. Ev.	0.121212121212121
3608	High WGD	0.01	10	0	Manhattan NJ	0.0
3609	High WGD	0.01	10	0	Manhattan Min. Ev.	0.121212121212121
3610	High WGD	0.01	10	0	MEDALT	0.133333333333333
3611	High WGD	0.01	10	0	MEDICC2	0.121212121212121
3612	High WGD	0.075	5	3	Euclidean NJ	0.0
3613	High WGD	0.075	5	3	Euclidean Min. Ev.	0.0
3614	High WGD	0.075	5	3	Manhattan NJ	0.0
3615	High WGD	0.075	5	3	Manhattan Min. Ev.	0.0
3616	High WGD	0.075	5	3	MEDALT	0.3
3617	High WGD	0.075	5	3	MEDICC2	0.0
3618	No WGD	0.01	10	8	Euclidean NJ	0.418181818181818
3619	No WGD	0.01	10	8	Euclidean Min. Ev.	0.418181818181818
3620	No WGD	0.01	10	8	Manhattan NJ	0.290909090909091
3621	No WGD	0.01	10	8	Manhattan Min. Ev.	0.418181818181818
3622	No WGD	0.01	10	8	MEDALT	0.416666666666667
3623	No WGD	0.01	10	8	MEDICC2	0.206060606060606
3624	High WGD	0.075	15	9	Euclidean NJ	0.224175824175824
3625	High WGD	0.075	15	9	Euclidean Min. Ev.	0.224175824175824
3626	High WGD	0.075	15	9	Manhattan NJ	0.191758241758242
3627	High WGD	0.075	15	9	Manhattan Min. Ev.	0.224175824175824
3628	High WGD	0.075	15	9	MEDALT	0.450274725274725
3629	High WGD	0.075	15	9	MEDICC2	0.131868131868132
3630	Low WGD	0.05	15	12	Euclidean NJ	0.0
3631	Low WGD	0.05	15	12	Euclidean Min. Ev.	0.0
3632	Low WGD	0.05	15	12	Manhattan NJ	0.0
3633	Low WGD	0.05	15	12	Manhattan Min. Ev.	0.0
3634	Low WGD	0.05	15	12	MEDALT	0.173901098901099
3635	Low WGD	0.05	15	12	MEDICC2	0.0
